City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,flinders,AU,-34.5833,150.8552,73.2,70,67,14.58,broken clouds
471,clonakilty,IE,51.6231,-8.8706,49.21,81,100,28.99,overcast clouds
472,lagoa,PT,39.05,-27.9833,59.34,71,0,16.91,clear sky
473,gizo,SB,-8.103,156.8419,86.13,72,98,11.68,overcast clouds
474,parrita,CR,9.5201,-84.3225,73.58,62,8,5.46,clear sky
475,amazar,RU,53.858,120.875,13.95,61,98,3.65,overcast clouds
476,puerto ayacucho,VE,5.6639,-67.6236,75.38,80,88,3.58,overcast clouds
477,puerto baquerizo moreno,EC,-0.9,-89.6,73.51,85,97,11.34,overcast clouds
478,richards bay,ZA,-28.783,32.0377,76.93,80,1,10.63,light rain
479,turukhansk,RU,65.8167,87.9833,-6.14,96,100,2.06,overcast clouds
480,petropavlovsk-kamchatskiy,RU,53.0452,158.6483,30.79,69,75,4.47,light shower snow
481,svetlaya,RU,46.5389,138.3297,17.78,59,100,8.3,overcast clouds
482,katima mulilo,NA,-17.5,24.2667,70.38,82,100,10.98,overcast clouds
483,labuhan,ID,-6.8844,112.2051,83.16,80,100,15.46,overcast clouds
484,severnoye,RU,56.3491,78.3619,16.43,80,100,9.01,overcast clouds
485,prieska,ZA,-29.6641,22.7474,78.89,47,22,9.89,few clouds
486,barstow,US,34.8986,-117.0228,55.27,22,6,0.4,clear sky
487,kabanjahe,ID,3.1001,98.4908,75.96,82,100,1.48,overcast clouds
488,tekeli,KZ,44.83,78.8239,33.24,70,0,5.7,clear sky
489,nantucket,US,41.2835,-70.0995,24.1,62,20,14.97,few clouds
490,monrovia,LR,6.3005,-10.7969,76.77,85,13,2.53,light rain
491,kharp,RU,66.8014,65.8081,-8.37,100,85,0.85,overcast clouds
492,port-gentil,GA,-0.7193,8.7815,79.09,80,22,9.84,few clouds
493,kem,RU,64.9555,34.5793,15.91,94,100,12.48,light snow
494,edd,ER,13.9297,41.6925,77.76,68,94,15.64,overcast clouds
495,mnogovershinnyy,RU,53.9353,139.9242,-0.09,89,100,5.55,overcast clouds
496,pokhara,NP,28.2333,83.9833,59.32,56,3,6.55,clear sky
497,saurimo,AO,-9.6608,20.3916,65.34,93,100,4.14,overcast clouds
498,barand,HU,47.3,21.2333,32.56,71,100,10.94,overcast clouds
499,leshukonskoye,RU,64.8989,45.7622,6.31,89,45,8.88,scattered clouds
500,nchelenge,ZM,-9.3451,28.734,72.18,83,100,6.35,light rain
501,dakar,SN,14.6937,-17.4441,69.93,88,0,11.5,clear sky
502,marawi,PH,7.9986,124.2928,74.64,75,79,8.19,broken clouds
503,camacha,PT,33.0833,-16.3333,60.53,77,40,18.41,scattered clouds
504,havelock,US,34.8791,-76.9013,34.99,76,3,1.99,clear sky
505,mahajanga,MG,-15.7167,46.3167,86.02,74,40,12.66,scattered clouds
506,high rock,BS,26.6208,-78.2833,68.02,69,100,11.48,overcast clouds
507,ekhabi,RU,53.5102,142.9671,1.35,88,100,20.18,overcast clouds
508,iskateley,RU,67.6803,53.1512,1.35,93,100,10.07,overcast clouds
509,akyab,MM,20.15,92.9,77.47,39,100,13.82,overcast clouds
510,nacala,MZ,-14.5428,40.6728,83.52,56,40,11.81,scattered clouds
511,bathsheba,BB,13.2167,-59.5167,75.81,83,40,9.22,scattered clouds
512,bac lieu,VN,9.285,105.7244,86.4,54,99,23.29,overcast clouds
513,avera,US,33.194,-82.5271,39.07,47,0,9.55,clear sky
514,klaksvik,FO,62.2266,-6.589,34.72,57,100,24.29,overcast clouds
515,hudson bay,CA,52.85,-102.3842,-7.6,99,99,1.57,overcast clouds
516,alto araguaia,BR,-17.3147,-53.2153,69.33,90,100,1.95,overcast clouds
517,havoysund,NO,70.9963,24.6622,31.08,73,18,28.1,few clouds
518,rocha,UY,-34.4833,-54.3333,62.1,92,85,7.83,overcast clouds
519,paracuru,BR,-3.41,-39.0306,81.1,86,15,6.13,few clouds
520,north bend,US,43.4065,-124.2243,47.07,100,100,7.81,overcast clouds
521,mayo,US,38.8876,-76.5119,26.98,68,0,4.0,clear sky
522,lucapa,AO,-8.4192,20.7447,70.2,86,36,2.06,scattered clouds
523,khasan,RU,42.4308,130.6434,23.29,44,37,17.67,scattered clouds
524,thanh hoa,VN,19.8,105.7667,60.73,74,100,4.7,overcast clouds
525,egvekinot,RU,66.3167,-179.1667,-11.67,87,9,10.0,clear sky
526,samagaltay,RU,50.6022,95.0047,-7.55,95,86,5.61,overcast clouds
527,kavaratti,IN,10.5669,72.642,78.33,61,7,5.64,clear sky
528,kurdzhinovo,RU,43.9884,40.9552,33.4,52,100,3.62,overcast clouds
529,casino,AU,-28.8667,153.05,78.75,47,13,13.8,few clouds
530,baie-comeau,CA,49.2168,-68.1489,1.4,50,0,10.36,clear sky
531,ranong,TH,9.9658,98.6348,89.53,55,100,10.74,overcast clouds
532,bonavista,CA,48.6499,-53.1147,17.6,94,100,37.94,snow
533,pitimbu,BR,-7.4706,-34.8086,73.99,71,31,8.3,scattered clouds
534,bereda,ES,43.2686,-7.5406,34.41,100,100,1.74,overcast clouds
535,togur,RU,58.3631,82.8265,18.1,85,100,7.52,overcast clouds
536,kushmurun,KZ,52.4503,64.6311,19.02,77,100,9.53,overcast clouds
537,namibe,AO,-15.1961,12.1522,74.55,59,100,6.69,overcast clouds
538,kargopol,RU,61.5071,38.9456,5.7,96,55,5.26,broken clouds
539,vila,PT,42.0304,-8.1588,36.34,82,9,4.41,clear sky
540,tocopilla,CL,-22.092,-70.1979,67.5,75,34,0.63,scattered clouds
541,iquitos,PE,-3.7481,-73.2472,75.24,94,40,1.14,scattered clouds
542,chalmette,US,29.9427,-89.9634,43.99,68,20,1.01,mist
543,kapitanivka,UA,48.9172,31.7167,30.99,91,92,12.24,overcast clouds
544,tanout,NE,14.9709,8.8879,55.4,19,0,16.42,clear sky
545,genhe,CN,50.7833,121.5167,12.51,60,97,6.58,overcast clouds
546,nizhniy tsasuchey,RU,50.5167,115.1333,14.38,77,9,4.61,clear sky
547,dire dawa,ET,9.5931,41.8661,72.23,42,100,7.16,overcast clouds
548,iza,UA,48.2152,23.3287,29.48,98,100,4.99,light snow
549,kasane,BW,-17.8167,25.15,68.09,100,75,11.5,broken clouds
550,denpasar,ID,-8.65,115.2167,87.46,70,20,8.05,few clouds
551,paka,MY,4.6374,103.4368,85.93,70,100,9.22,overcast clouds
552,inongo,CD,-1.95,18.2667,74.88,86,42,4.12,scattered clouds
553,price,US,39.5994,-110.8107,29.41,67,8,8.86,clear sky
554,panama city,PA,8.9936,-79.5197,77.13,80,20,1.01,few clouds
555,jackson,US,42.4165,-122.8345,44.01,76,74,3.53,broken clouds
556,copiapo,CL,-27.3667,-70.3333,66.04,65,0,0.31,clear sky
557,te anau,NZ,-45.4167,167.7167,60.57,53,0,4.81,clear sky
558,krasnovishersk,RU,60.4078,57.082,13.95,90,95,3.71,overcast clouds
559,kerouane,GN,9.2667,-9.0167,65.84,24,27,2.91,scattered clouds
560,phan thiet,VN,10.9333,108.1,88.36,51,25,21.88,scattered clouds
561,olafsvik,IS,64.8945,-23.7142,28.42,66,47,22.75,scattered clouds
562,cabra,ES,37.4725,-4.4421,54.39,84,14,2.77,few clouds
563,boueni,YT,-12.9025,45.0761,87.78,71,43,14.09,scattered clouds
564,cabedelo,BR,-6.9811,-34.8339,74.07,72,60,8.61,broken clouds
565,sesheke,ZM,-17.4759,24.2968,70.25,82,100,10.94,overcast clouds
566,taos,US,36.4072,-105.5731,20.21,83,12,3.0,few clouds
567,abashiri,JP,44.0213,144.2697,26.94,63,75,10.36,broken clouds
568,pacific grove,US,36.6177,-121.9166,54.97,69,0,1.01,clear sky
569,ketchikan,US,55.3422,-131.6461,43.27,81,100,24.16,moderate rain
570,obo,CF,5.3998,26.4869,75.69,16,100,11.03,overcast clouds
571,dukat,RU,62.55,155.55,-15.09,61,39,1.68,scattered clouds
572,chilca,PE,-12.5211,-76.7372,68.16,88,98,4.56,overcast clouds
573,mala,PE,-12.6581,-76.6308,69.08,87,81,3.38,broken clouds
574,tabriz,IR,38.08,46.2919,20.66,58,40,9.22,scattered clouds
575,odweyne,SO,9.4092,45.064,77.88,32,83,6.51,broken clouds
576,yamada,JP,39.4667,141.95,32.77,47,96,9.75,overcast clouds
577,manggar,ID,-2.8833,108.2667,83.34,74,100,8.93,overcast clouds
578,heihe,CN,50.2441,127.4902,12.78,79,100,6.15,overcast clouds
579,oksfjord,NO,70.2396,22.3479,31.12,84,100,14.05,overcast clouds
580,muros,ES,42.7762,-9.0603,44.24,88,97,11.1,overcast clouds
581,xining,CN,36.6167,101.7667,19.67,57,100,2.35,overcast clouds
582,anloga,GH,5.7947,0.8973,77.22,83,7,4.09,light rain
583,kutum,SD,14.2,24.6667,52.81,24,4,16.17,clear sky
584,sorong,ID,-0.8833,131.25,84.15,72,100,14.61,overcast clouds
585,muravlenko,RU,63.7898,74.523,-6.11,100,100,6.82,overcast clouds
586,kazachka,RU,53.3644,38.0694,19.69,96,99,7.76,overcast clouds
587,piranhas,BR,-16.4269,-51.8222,72.34,88,100,3.69,overcast clouds
588,baniachang,BD,24.5167,91.3667,70.95,45,0,3.94,clear sky
589,tigil,RU,57.8,158.6667,9.75,83,100,4.94,overcast clouds
590,dumai,ID,1.6833,101.45,82.85,76,100,1.99,heavy intensity rain
591,rolla,US,37.9514,-91.7713,29.86,65,6,3.0,clear sky
592,guadalajara,MX,20.6667,-103.3333,60.31,64,6,1.01,clear sky
593,nigde,TR,37.8333,34.75,30.65,50,16,0.6,few clouds
594,heidenheim,DE,48.678,10.1516,39.7,81,100,5.99,overcast clouds
595,apricena,IT,41.7839,15.4437,48.65,86,78,1.88,broken clouds
596,itarema,BR,-2.9248,-39.9167,77.14,85,88,7.47,overcast clouds
597,madang,PG,-5.2246,145.7966,83.16,84,100,8.77,overcast clouds
598,donja dubica,BA,45.075,18.4114,35.65,79,4,4.76,clear sky
599,oriximina,BR,-1.7656,-55.8661,72.95,96,100,3.13,overcast clouds
600,udachnyy,RU,66.4167,112.4,-8.55,83,99,2.08,overcast clouds
601,boyolangu,ID,-8.1181,111.8935,84.25,75,76,1.41,light rain
602,la palma,US,33.8464,-118.0467,63.37,22,1,1.63,clear sky
603,manassas,US,38.751,-77.4753,25.12,74,0,2.51,clear sky
604,iquique,CL,-20.2208,-70.1431,67.08,76,25,0.51,scattered clouds
605,fallon,US,39.4735,-118.7774,38.23,38,4,0.98,clear sky
606,tambura,SS,5.6,27.4667,75.47,16,100,10.22,overcast clouds
607,vaitape,PF,-16.5167,-151.75,81.36,74,22,20.78,few clouds
608,aroysund,NO,59.1806,10.455,34.75,74,0,12.66,clear sky
609,yuksekova,TR,37.5736,44.2872,21.83,91,100,2.68,overcast clouds
610,cervo,ES,43.6702,-7.4101,31.19,82,99,4.76,overcast clouds
611,springville,US,40.1652,-111.6107,33.82,70,9,1.36,clear sky
612,abancay,PE,-13.6339,-72.8814,58.12,98,100,2.89,overcast clouds
613,cilegon,ID,-6.0174,106.0538,89.49,73,83,14.61,broken clouds
614,la ciotat,FR,43.1748,5.6045,39.74,65,0,11.03,clear sky
615,bukachacha,RU,52.9833,116.9167,11.23,69,6,4.29,clear sky
616,los llanos de aridane,ES,28.6585,-17.9182,64.13,27,0,11.01,clear sky
617,shenjiamen,CN,29.9576,122.298,43.16,61,99,11.63,overcast clouds
618,vitim,RU,59.4511,112.5578,15.6,93,100,8.28,light snow
619,grand-lahou,CI,5.1367,-5.0242,78.08,83,8,0.87,clear sky
620,jutai,BR,-5.1833,-68.9,70.32,95,99,2.1,overcast clouds
621,suoyarvi,RU,62.0833,32.35,17.6,94,100,7.83,overcast clouds
622,lebyazhye,RU,55.2689,66.4947,16.11,81,100,6.33,overcast clouds
623,lichinga,MZ,-13.3128,35.2406,66.29,94,75,6.91,broken clouds
624,valley city,US,46.9233,-98.0032,16.32,92,100,4.61,mist
625,dauphin,CA,51.1494,-100.0502,-9.26,77,40,5.75,scattered clouds
626,goya,AR,-29.14,-59.2626,64.44,70,6,6.53,clear sky
627,skelleftea,SE,64.7507,20.9528,26.96,69,100,1.99,overcast clouds
628,conceicao do araguaia,BR,-8.2578,-49.2647,72.27,96,100,3.44,light rain
629,port moresby,PG,-9.4431,147.1797,89.02,55,40,23.02,haze
630,del rio,US,29.3627,-100.8968,37.42,50,0,9.66,clear sky
631,beckley,US,37.7782,-81.1882,17.71,87,0,1.01,clear sky
632,yulara,AU,-25.2406,130.9889,89.44,13,0,5.75,clear sky
633,igrim,RU,63.1906,64.4162,0.39,95,16,4.79,few clouds
634,esil,KZ,51.9556,66.4042,17.06,69,95,18.88,overcast clouds
635,fairbanks,US,64.8378,-147.7164,6.1,81,100,0.0,light snow
636,tadine,NC,-21.55,167.8833,81.82,81,30,8.21,scattered clouds
637,port hardy,CA,50.6996,-127.4199,44.78,87,100,17.27,overcast clouds
638,mao,ES,39.8885,4.2658,48.76,76,20,11.5,few clouds
639,port blair,IN,11.6667,92.75,87.84,66,40,11.5,scattered clouds
640,alpena,US,45.0617,-83.4327,20.1,80,100,5.99,overcast clouds
641,baruun-urt,MN,46.6806,113.2792,12.96,74,0,9.19,clear sky
642,pampa,US,35.5362,-100.9599,30.24,69,0,10.36,clear sky
643,flin flon,CA,54.7682,-101.865,-8.05,100,96,3.09,overcast clouds
644,aleksandrov gay,RU,50.147,48.5704,14.43,96,94,8.86,overcast clouds
645,vapnyarka,UA,48.5348,28.7436,28.89,90,30,10.31,scattered clouds
646,whitehorse,CA,60.7161,-135.0538,29.17,94,100,18.01,light snow
647,rapid valley,US,44.0625,-103.1463,38.71,64,100,1.99,overcast clouds
648,sadao,TH,6.6388,100.4234,91.22,53,100,11.5,overcast clouds
649,nakatsu,JP,33.5981,131.1883,41.18,47,67,16.04,broken clouds
650,lamin,GM,13.3522,-16.4339,69.91,28,0,7.02,clear sky
651,calvinia,ZA,-31.4707,19.776,82.22,34,89,4.61,overcast clouds
652,dhidhdhoo,MV,6.8833,73.1,80.74,64,63,6.04,broken clouds
653,assiniboia,CA,49.6334,-105.9845,13.82,85,100,13.8,light snow
654,pouembout,NC,-21.1333,164.9,78.69,88,100,3.04,overcast clouds
655,acari,PE,-15.4311,-74.6158,71.42,79,51,2.13,broken clouds
656,brae,GB,60.3964,-1.353,39.11,60,77,22.39,broken clouds
657,lubao,PH,14.9167,120.55,89.62,57,99,21.21,overcast clouds
658,boende,CD,-0.2167,20.8667,81.01,57,100,1.01,overcast clouds
659,lixourion,GR,38.2019,20.4314,55.72,81,94,4.34,overcast clouds
660,basco,PH,20.4487,121.9702,72.21,75,100,28.72,overcast clouds
661,derbent,RU,42.0678,48.2899,38.95,59,11,14.12,few clouds
662,say,NE,13.1007,2.3689,66.76,18,0,9.17,clear sky
663,teahupoo,PF,-17.8333,-149.2667,76.96,74,63,20.78,broken clouds
664,iranshahr,IR,27.2025,60.6848,66.54,45,20,9.22,few clouds
665,sao gabriel da cachoeira,BR,-0.1303,-67.0892,71.87,98,100,0.6,overcast clouds
666,satuk,TR,41.2263,32.3836,34.97,88,100,3.24,light snow
667,gouyave,GD,12.1646,-61.7296,77.77,78,34,9.22,scattered clouds
668,mattawa,US,46.7379,-119.9028,37.72,90,12,3.53,few clouds
669,iberia,US,29.9502,-91.7507,36.97,74,0,4.45,clear sky
670,ahuimanu,US,21.4447,-157.8378,74.75,78,68,1.01,broken clouds
671,nioro,GM,13.35,-15.75,71.11,20,0,5.19,clear sky
672,freeport,US,40.6576,-73.5832,20.25,65,1,1.01,clear sky
673,colares,PT,38.7992,-9.4469,50.79,60,0,1.01,clear sky
674,asuncion,PY,-25.3007,-57.6359,76.44,65,0,10.36,clear sky
675,jodiya,IN,22.6925,70.306,76.68,53,0,4.85,clear sky
676,kirillov,RU,59.863,38.3813,8.53,97,75,5.77,broken clouds
677,koumac,NC,-20.5667,164.2833,77.65,91,100,4.25,overcast clouds
678,pennadam,IN,11.4,79.2333,86.32,50,96,9.93,overcast clouds
679,qui nhon,VN,13.7667,109.2333,73.38,90,100,12.8,overcast clouds
680,axim,GH,4.8699,-2.2405,78.46,85,96,3.87,light rain
681,gushikawa,JP,26.3544,127.8686,61.83,48,95,12.35,overcast clouds
682,mangrol,IN,21.1167,70.1167,74.44,48,0,4.14,clear sky
683,lazaro cardenas,MX,17.9583,-102.2,70.86,82,0,3.06,clear sky
684,maues,BR,-3.3836,-57.7186,72.64,98,100,1.03,overcast clouds
685,labytnangi,RU,66.6572,66.4183,-17.45,100,98,2.21,overcast clouds
686,kedougou,SN,12.5579,-12.1743,70.38,37,0,4.61,clear sky
687,karla,EE,59.3723,24.9275,34.57,86,100,13.8,overcast clouds
688,toshkivka,UA,48.7791,38.579,28.17,95,100,9.8,light snow
689,bud,US,39.447,-86.1758,16.86,93,11,6.89,few clouds
690,farah,AF,32.5,62.5,53.83,34,0,14.43,clear sky
691,iqaluit,CA,63.7506,-68.5145,-34.31,73,0,3.0,clear sky
692,jinka,ET,5.65,36.65,80.17,27,100,1.83,overcast clouds
693,grand junction,US,39.0639,-108.5507,28.2,63,93,0.78,overcast clouds
694,fukue,JP,32.6881,128.8419,41.36,45,40,17.27,scattered clouds
695,teya,RU,60.3778,92.6267,16.02,86,100,3.76,overcast clouds
696,japura,ID,-0.3167,102.35,75.78,94,100,3.38,moderate rain
697,emerald,AU,-23.5333,148.1667,86.34,30,75,10.36,broken clouds
698,dossor,KZ,47.5272,52.9811,25.93,77,100,17.72,overcast clouds
699,batsfjord,NO,70.6345,29.7185,23.07,85,99,22.35,overcast clouds
700,byron bay,AU,-28.65,153.6167,78.91,68,99,20.09,overcast clouds
701,warri,NG,5.5167,5.75,77.29,81,0,0.98,clear sky
702,richmond,US,37.5538,-77.4603,27.18,68,0,3.0,clear sky
703,kapan,AM,39.2075,46.4058,35.8,34,38,1.03,scattered clouds
704,medina del campo,ES,41.3124,-4.9141,26.64,84,3,2.51,clear sky
705,hanna,CA,51.6334,-111.9018,29.86,76,75,13.0,broken clouds
