City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
265,Dingle,PH,2022-02-05 22:52:13,10.9995,122.6711,74.95,85,91,10.89
266,College,US,2022-02-05 22:52:57,64.8569,-147.8028,14.79,78,75,3.44
267,Muros,ES,2022-02-05 22:56:08,42.7762,-9.0603,50.23,74,1,10.89
268,Rawson,AR,2022-02-05 22:48:16,-43.3002,-65.1023,61.56,46,0,10.6
269,Bonthe,SL,2022-02-05 22:56:08,7.5264,-12.505,76.77,85,35,5.73
270,Praya,CV,2022-02-05 22:52:02,14.9215,-23.5087,72.14,68,0,13.8
271,Teguise,ES,2022-02-05 22:47:28,29.0605,-13.564,62.82,63,0,13.8
272,Koulamoutou,GA,2022-02-05 22:56:09,-1.1303,12.4736,72.66,81,4,2.35
273,Biak,ID,2022-02-05 22:56:09,-0.9131,122.8766,77.2,81,100,1.41
274,Ballina,AU,2022-02-05 22:46:35,-28.8667,153.5667,69.98,86,75,14.97
275,Vila Franca Do Campo,PT,2022-02-05 22:54:05,37.7167,-25.4333,59.2,82,91,12.33
276,Porto Murtinho,BR,2022-02-05 22:56:10,-21.6989,-57.8825,74.39,98,95,4.92
277,Victoria,HK,2022-02-05 22:54:50,22.2855,114.1577,59.32,83,99,1.01
278,Shimoda,JP,2022-02-05 22:56:10,34.6667,138.95,37.11,59,4,25.05
279,Gijon,ES,2022-02-05 22:54:33,43.5357,-5.6615,46.0,86,2,4.0
280,Palmas,BR,2022-02-05 22:56:11,-10.2128,-48.3603,82.27,78,40,4.61
281,Arraial Do Cabo,BR,2022-02-05 22:52:32,-22.9661,-42.0278,80.46,78,0,12.66
282,Goure,NE,2022-02-05 22:56:11,13.9835,10.2704,59.22,16,0,9.57
283,Gornopravdinsk,RU,2022-02-05 22:56:12,60.05,69.9,16.48,98,100,2.66
284,Lubango,AO,2022-02-05 22:55:20,-14.9172,13.4925,59.54,53,91,1.1
285,Cidreira,BR,2022-02-05 22:52:30,-30.1811,-50.2056,74.34,90,100,2.84
286,Santa Marta,CO,2022-02-05 22:56:12,11.2408,-74.199,89.35,60,20,20.0
287,Vestmannaeyjar,IS,2022-02-05 22:56:12,63.4427,-20.2734,28.83,72,91,12.95
288,Montalvo,EC,2022-02-05 22:56:13,-1.8,-79.3333,84.78,90,74,1.83
289,La Paz,BO,2022-02-05 22:54:09,-16.5,-68.15,57.18,62,75,9.22
290,Paris,FR,2022-02-05 22:56:13,48.8534,2.3488,47.17,80,100,5.99
291,Okhtyrka,UA,2022-02-05 22:56:14,50.3104,34.8988,27.07,97,100,11.65
292,Nemuro,JP,2022-02-05 22:53:17,43.3236,145.575,23.11,72,84,18.12
293,Yanam,IN,2022-02-05 22:47:12,16.7333,82.2167,68.58,79,20,4.29
294,Roma,US,2022-02-05 22:55:45,43.2128,-75.4557,10.44,93,19,3.33
295,Langsa,ID,2022-02-05 22:56:14,4.4683,97.9683,72.73,95,90,2.33
296,Mbandaka,CD,2022-02-05 22:56:15,0.0487,18.2603,75.25,40,77,1.9
297,Saint-Augustin,CA,2022-02-05 22:52:00,51.226,-58.6502,2.98,93,100,17.63
298,Ribeira Grande,PT,2022-02-05 22:51:39,38.5167,-28.7,60.21,75,25,10.76
299,Lata,PT,2022-02-05 22:52:37,40.1629,-8.3327,47.05,78,0,3.98
300,Ambositra,MG,2022-02-05 22:56:16,-20.5167,47.25,62.44,96,100,26.35
301,Chihuahua,MX,2022-02-05 22:56:16,28.5,-106.0,54.77,16,0,6.55
302,Luis Correia,BR,2022-02-05 22:56:16,-2.8792,-41.6669,82.4,83,40,12.66
303,Guerrero Negro,MX,2022-02-05 22:48:02,27.9769,-114.0611,68.92,25,0,11.03
304,Danane,CI,2022-02-05 22:56:17,7.2596,-8.155,74.21,34,7,2.24
305,Great Falls,US,2022-02-05 22:56:17,47.5002,-111.3008,43.25,45,100,8.99
306,Torrevieja,ES,2022-02-05 22:56:17,37.9787,-0.6822,57.81,80,100,7.0
307,Namalenga,TZ,2022-02-05 22:56:18,-10.95,39.1,70.54,91,100,2.57
308,Grand Gaube,MU,2022-02-05 22:55:07,-20.0064,57.6608,79.38,79,100,5.99
309,Queanbeyan,AU,2022-02-05 22:56:18,-35.35,149.2333,64.18,68,75,11.5
310,Katsuura,JP,2022-02-05 22:51:40,35.1333,140.3,37.42,47,6,14.72
311,Grand Island,US,2022-02-05 22:55:46,40.925,-98.342,56.37,24,43,6.91
312,Kevelaer,DE,2022-02-05 22:56:19,51.5833,6.25,47.34,83,100,11.01
313,Alofi,NU,2022-02-05 22:52:23,-19.0595,-169.9187,80.49,89,98,8.05
314,Port Moresby,PG,2022-02-05 22:56:19,-9.4431,147.1797,78.22,78,40,11.5
315,Namatanai,PG,2022-02-05 22:56:20,-3.6667,152.4333,84.45,66,70,10.2
316,Chicama,PE,2022-02-05 22:56:20,-7.8447,-79.1469,66.74,68,11,9.42
317,Bethel,US,2022-02-05 22:53:13,41.3712,-73.414,24.04,74,4,1.01
318,Xichang,CN,2022-02-05 22:56:20,27.8964,102.2634,41.95,92,99,0.51
319,Beringovskiy,RU,2022-02-05 22:52:39,63.05,179.3167,-9.09,92,60,13.87
320,Santa Vitoria Do Palmar,BR,2022-02-05 22:56:21,-33.5189,-53.3681,67.6,90,37,8.34
321,Dunedin,NZ,2022-02-05 22:53:02,-45.8742,170.5036,52.81,81,66,4.0
322,Jupiter,US,2022-02-05 22:56:21,26.9342,-80.0942,74.05,90,99,8.01
323,Nabire,ID,2022-02-05 22:46:37,-3.3667,135.4833,78.21,86,99,2.35
324,Camacha,PT,2022-02-05 22:47:42,33.0833,-16.3333,63.36,82,40,21.85
325,Mayna,RU,2022-02-05 22:56:22,54.1135,47.6231,16.74,97,100,4.23
326,Yumen,CN,2022-02-05 22:56:22,40.2833,97.2,15.28,39,100,12.8
327,Ewa Beach,US,2022-02-05 22:56:23,21.3156,-158.0072,82.02,61,2,8.99
328,Lima,PE,2022-02-05 22:53:57,-12.0432,-77.0282,72.39,82,0,5.75
329,Saratoga Springs,US,2022-02-05 22:56:23,43.0831,-73.7846,17.04,46,1,3.0
330,Hay River,CA,2022-02-05 22:56:24,60.8156,-115.7999,-5.84,70,75,3.44
331,Tibagi,BR,2022-02-05 22:56:24,-24.5094,-50.4136,69.49,98,95,1.12
332,Yerbogachen,RU,2022-02-05 22:47:42,61.2767,108.0108,10.53,97,100,3.6
333,Salinopolis,BR,2022-02-05 22:47:00,-0.6136,-47.3561,77.9,87,100,10.22
334,Port Hawkesbury,CA,2022-02-05 22:56:25,45.6169,-61.3485,25.18,91,100,16.11
335,Rincon,US,2022-02-05 22:56:25,32.296,-81.2354,54.05,57,1,6.4
336,Port Keats,AU,2022-02-05 22:56:26,-14.25,129.55,77.43,83,95,6.29
337,Bilma,NE,2022-02-05 22:56:26,18.6853,12.9164,59.72,20,0,6.17
338,Baruun-Urt,MN,2022-02-05 22:56:26,46.6806,113.2792,-3.15,90,8,5.77
339,Guerrero,MX,2022-02-05 22:47:36,17.6667,-100.0,73.24,49,78,2.64
340,Tiksi,RU,2022-02-05 22:51:36,71.6872,128.8694,-22.25,98,92,7.52
341,Rapid Valley,US,2022-02-05 22:47:08,44.0625,-103.1463,48.6,34,20,13.0
342,Fort Nelson,CA,2022-02-05 22:56:27,58.8053,-122.7002,27.28,95,97,2.98
343,Rio Gallegos,AR,2022-02-05 22:56:27,-51.6226,-69.2181,69.85,37,40,25.32
344,Jacareacanga,BR,2022-02-05 22:56:28,-6.2222,-57.7528,74.82,98,88,1.41
345,Siemiatycze,PL,2022-02-05 22:56:28,52.4272,22.8623,37.26,86,86,15.01
346,Monrovia,LR,2022-02-05 22:56:29,6.3005,-10.7969,78.57,85,11,6.15
347,Scarborough,GB,2022-02-05 22:53:50,54.2797,-0.4044,44.92,86,100,3.0
348,Nakatunguru,TZ,2022-02-05 22:56:29,-2.1167,33.0667,69.89,74,95,3.76
349,Boende,CD,2022-02-05 22:56:29,-0.2167,20.8667,73.06,69,59,1.9
350,Manavalakurichi,IN,2022-02-05 22:56:30,8.1333,77.3,78.89,84,80,9.62
351,Dobre Miasto,PL,2022-02-05 22:56:09,53.9867,20.3975,36.28,85,99,14.94
352,Sidi Ali,DZ,2022-02-05 22:56:30,36.0998,0.4206,52.16,76,83,3.4
353,Tecalitlan,MX,2022-02-05 22:56:30,19.4667,-103.3,78.98,21,22,7.7
354,Port Macquarie,AU,2022-02-05 22:52:07,-31.4333,152.9167,71.89,70,97,15.68
355,Glace Bay,CA,2022-02-05 22:56:31,46.1969,-59.957,27.79,89,75,17.27
356,Providencia,MX,2022-02-05 22:56:31,28.7167,-111.5833,79.21,20,0,9.69
357,Portland,US,2022-02-05 22:43:49,45.5234,-122.6762,53.94,75,75,1.99
358,Caravelas,BR,2022-02-05 22:52:05,-17.7125,-39.2481,77.79,79,100,8.28
359,Krems,AT,2022-02-05 22:56:32,48.4092,15.6142,38.97,78,88,8.05
360,Brae,GB,2022-02-05 22:51:54,60.3964,-1.353,35.51,58,100,37.56
361,Naron,ES,2022-02-05 22:56:32,43.5167,-8.1528,49.01,86,5,5.32
362,Atasu,KZ,2022-02-05 22:56:33,48.6814,71.6433,13.57,66,3,15.08
363,Sault Sainte Marie,CA,2022-02-05 22:52:43,46.5168,-84.3333,18.16,64,100,8.05
364,Mumford,GH,2022-02-05 22:56:33,5.2618,-0.759,80.11,85,8,7.65
365,Lat Yao,TH,2022-02-05 22:56:33,15.751,99.7893,74.52,61,94,2.55
366,San Cristobal,VE,2022-02-05 22:43:30,7.7669,-72.225,73.58,90,79,2.62
367,Rocha,UY,2022-02-05 22:53:26,-34.4833,-54.3333,65.21,79,28,8.7
368,Gizo,SB,2022-02-05 22:52:14,-8.103,156.8419,85.06,73,93,9.19
369,Poum,NC,2022-02-05 22:52:57,-20.2333,164.0167,80.4,76,97,3.71
370,Teya,RU,2022-02-05 22:55:24,60.3778,92.6267,11.39,93,100,5.5
371,Uyskoye,RU,2022-02-05 22:56:35,54.3775,60.0047,9.61,97,100,0.56
372,Chemin Grenier,MU,2022-02-05 22:56:35,-20.4872,57.4656,78.57,83,100,14.03
373,Orlik,RU,2022-02-05 22:56:35,52.5178,99.825,-0.87,88,98,3.4
374,Villa Carlos Paz,AR,2022-02-05 22:56:36,-31.4241,-64.4978,67.39,31,74,10.0
375,Tebingtinggi,ID,2022-02-05 22:56:36,3.3285,99.1625,75.25,95,99,2.37
376,Wanaka,NZ,2022-02-05 22:56:36,-44.7,169.15,57.11,59,17,5.01
377,Kholodnyy,RU,2022-02-05 22:56:37,62.7167,147.95,-23.8,76,14,3.58
378,Zhangye,CN,2022-02-05 22:56:37,38.9342,100.4517,18.46,66,100,1.16
379,Yicheng,CN,2022-02-05 22:56:37,31.3705,119.8703,33.4,50,76,5.73
380,Lodwar,KE,2022-02-05 22:56:38,3.1191,35.5973,85.05,27,100,1.19
381,Buluang,PH,2022-02-05 22:56:39,13.3068,123.3425,72.72,90,67,3.91
382,Treinta Y Tres,UY,2022-02-05 22:56:40,-33.2333,-54.3833,70.63,72,45,12.82
383,Marovoay,MG,2022-02-05 22:56:40,-16.1,46.6333,82.54,90,98,7.16
384,Playas,EC,2022-02-05 22:56:40,-2.6333,-80.3833,77.11,78,65,11.3
385,Nantucket,US,2022-02-05 22:55:44,41.2835,-70.0995,26.71,62,42,26.8
386,Thap Than,TH,2022-02-05 22:56:41,15.4606,99.8917,74.71,62,90,2.01
387,Killybegs,IE,2022-02-05 22:56:41,54.6333,-8.45,44.46,81,100,27.16
388,Nelson Bay,AU,2022-02-05 22:56:41,-32.7167,152.15,74.08,63,84,4.0
389,Constantine,DZ,2022-02-05 22:56:42,36.365,6.6147,47.61,71,75,5.75
390,Axim,GH,2022-02-05 22:56:43,4.8699,-2.2405,79.5,85,36,6.44
391,Martin,US,2022-02-05 22:56:43,27.0837,-80.4164,73.33,91,100,1.01
392,Altea,ES,2022-02-05 22:56:44,38.5989,-0.0514,57.18,82,100,6.13
393,Boulder City,US,2022-02-05 22:56:44,35.9786,-114.8325,64.42,12,0,5.75
394,Onokhoy,RU,2022-02-05 22:56:44,51.932,108.0747,-2.29,97,100,3.47
395,Burnie,AU,2022-02-05 22:56:45,-41.0667,145.9167,64.94,76,73,11.56
396,Cankuzo,BI,2022-02-05 22:56:45,-3.1333,30.5833,57.07,95,100,2.8
397,Collie,AU,2022-02-05 22:56:45,-33.3667,116.15,70.66,43,20,4.56
398,Severo-Kurilsk,RU,2022-02-05 22:51:49,50.6789,156.125,28.83,82,95,10.09
399,Iquitos,PE,2022-02-05 22:56:46,-3.7481,-73.2472,77.04,94,75,3.44
400,Zarand,IR,2022-02-05 22:56:47,30.8127,56.564,41.22,41,6,3.69
401,Cortona,IT,2022-02-05 22:56:47,43.2745,11.9871,44.24,90,8,3.18
402,Santa Cruz,BO,2022-02-05 22:53:02,-17.8,-63.1667,71.65,94,100,9.22
403,Iqaluit,CA,2022-02-05 22:53:05,63.7506,-68.5145,-27.67,68,75,2.3
404,Salalah,OM,2022-02-05 22:56:47,17.0151,54.0924,69.93,77,7,5.37
405,Urucara,BR,2022-02-05 22:56:48,-2.5364,-57.76,76.41,96,87,1.81
406,Olafsvik,IS,2022-02-05 22:52:14,64.8945,-23.7142,30.94,80,100,36.44
407,Hilpoltstein,DE,2022-02-05 22:56:49,49.19,11.1886,37.4,79,53,10.94
408,Pechenga,RU,2022-02-05 22:56:49,69.5259,31.1703,20.26,86,100,19.86
409,Morondava,MG,2022-02-05 22:56:49,-20.2833,44.2833,81.73,76,100,18.54
410,Naustdal,NO,2022-02-05 22:56:49,61.509,5.7168,40.86,89,100,9.82
411,Butembo,CD,2022-02-05 22:56:50,0.15,29.2833,59.83,73,100,2.06
412,Saint Anthony,US,2022-02-05 22:56:50,45.0205,-93.218,25.3,66,100,4.0
413,Weihe,CN,2022-02-05 22:56:50,32.9952,105.3247,29.3,96,100,3.06
414,Maragogi,BR,2022-02-05 22:52:49,-9.0122,-35.2225,79.02,68,74,9.98
415,Filimonovo,RU,2022-02-05 22:56:51,56.2011,95.4611,19.98,78,100,11.48
416,Laguna,US,2022-02-05 22:56:51,38.421,-121.4238,68.65,45,0,1.01
417,Arlit,NE,2022-02-05 22:55:08,18.7369,7.3853,61.12,16,0,4.56
418,Newtonmore,GB,2022-02-05 22:56:53,57.066,-4.1192,35.02,96,97,10.71
419,Moose Factory,CA,2022-02-05 22:56:53,51.2585,-80.6094,1.4,42,0,0.0
420,Nuevo Progreso,MX,2022-02-05 22:56:54,23.1667,-97.95,62.6,33,22,5.99
421,Nara,JP,2022-02-05 22:56:54,34.6851,135.8049,38.48,62,26,10.38
422,Lupiro,TZ,2022-02-05 22:56:54,-8.3833,36.6667,71.56,83,98,3.42
423,Guiratinga,BR,2022-02-05 22:56:55,-16.3494,-53.7583,73.96,87,41,1.74
424,Garbolovo,RU,2022-02-05 22:56:55,60.3413,30.4955,25.02,95,100,7.45
425,Vigrestad,NO,2022-02-05 22:56:55,58.5667,5.7,39.99,65,100,26.46
426,Tibati,CM,2022-02-05 22:56:56,6.4667,12.6333,68.54,19,16,5.55
427,Ramhormoz,IR,2022-02-05 22:54:02,31.28,49.6035,53.06,54,0,5.77
428,Nongan,CN,2022-02-05 22:56:56,44.382,125.1685,-3.59,86,12,3.71
429,Charters Towers,AU,2022-02-05 22:56:57,-20.1,146.2667,77.81,56,1,13.09
430,La Ronge,CA,2022-02-05 22:56:57,55.1001,-105.2842,-5.55,65,100,4.61
431,Obera,AR,2022-02-05 22:56:57,-27.4871,-55.1199,72.32,86,97,2.77
432,Berlevag,NO,2022-02-05 22:47:54,70.8578,29.0864,24.44,82,55,25.81
433,Nago,JP,2022-02-05 22:56:58,26.5881,127.9761,57.27,67,95,11.65
434,Waipawa,NZ,2022-02-05 22:47:27,-41.4122,175.5153,55.45,95,100,15.39
435,Vagur,FO,2022-02-05 22:56:58,61.4732,-6.8119,36.86,63,100,41.41
436,Barquisimeto,VE,2022-02-05 22:56:58,10.0739,-69.3228,81.23,54,40,8.05
437,Narok,KE,2022-02-05 22:56:59,-1.0783,35.8601,60.39,82,100,2.35
438,Jiuquan,CN,2022-02-05 22:56:59,39.7432,98.5174,14.25,70,100,0.63
439,Srednekolymsk,RU,2022-02-05 22:53:41,67.45,153.6833,-39.39,99,36,3.06
440,Mount Isa,AU,2022-02-05 22:53:24,-20.7333,139.5,82.17,34,40,6.91
441,Chateauroux,FR,2022-02-05 22:57:00,46.8167,1.7,37.4,93,0,9.22
442,Severo-Yeniseyskiy,RU,2022-02-05 22:53:07,60.3725,93.0408,9.97,93,100,8.52
443,Mareeba,AU,2022-02-05 22:57:00,-17.0,145.4333,78.66,86,52,2.51
444,Saurimo,AO,2022-02-05 22:57:01,-9.6608,20.3916,63.28,95,83,3.04
445,Linares,CL,2022-02-05 22:57:02,-35.85,-71.6,86.36,18,0,7.65
446,Bafoulabe,ML,2022-02-05 22:57:02,13.8065,-10.8321,81.28,9,0,5.46
447,Armidale,AU,2022-02-05 22:57:03,-30.5167,151.65,54.81,81,87,12.53
448,Malanje,AO,2022-02-05 22:57:03,-9.5402,16.341,62.15,96,96,3.06
449,Port Blair,IN,2022-02-05 22:54:08,11.6667,92.75,77.85,82,68,6.17
450,Paamiut,GL,2022-02-05 22:47:39,61.994,-49.6678,-4.63,86,69,11.01
451,Ascope,PE,2022-02-05 22:57:03,-7.7144,-79.1078,65.53,60,10,7.99
452,Nyurba,RU,2022-02-05 22:57:04,63.2842,118.3319,-24.05,100,80,2.33
453,Naze,JP,2022-02-05 22:55:09,28.3667,129.4833,45.52,67,100,16.13
454,Havre-Saint-Pierre,CA,2022-02-05 22:57:05,50.2334,-63.5986,8.6,66,40,6.91
455,Umarkot,PK,2022-02-05 22:57:05,25.3616,69.7362,62.37,72,0,7.63
456,Novobelokatay,RU,2022-02-05 22:57:06,55.7062,58.9549,9.75,96,100,3.06
457,Makariv,UA,2022-02-05 22:57:06,50.4641,29.8113,33.3,84,100,12.84
458,Pupiales,CO,2022-02-05 22:57:07,0.8714,-77.6403,55.54,94,75,0.0
459,Coihaique,CL,2022-02-05 22:57:07,-45.5752,-72.0662,68.61,49,75,9.22
460,Pangody,RU,2022-02-05 22:57:07,65.85,74.4859,-19.08,100,100,2.91
461,Avera,US,2022-02-05 22:57:08,33.194,-82.5271,49.71,44,2,5.86
462,Airai,TL,2022-02-05 22:53:58,-8.9266,125.4092,64.63,84,92,1.19
463,Vanderhoof,CA,2022-02-05 22:57:08,54.0166,-124.0198,38.08,82,82,8.43
464,Rabaul,PG,2022-02-05 22:57:09,-4.1967,152.1721,82.02,68,85,4.9
465,Xai-Xai,MZ,2022-02-05 22:57:09,-25.0519,33.6442,75.61,82,13,13.78
466,Vilhena,BR,2022-02-05 22:57:10,-12.7406,-60.1458,79.02,78,20,6.91
467,Japura,ID,2022-02-05 22:47:19,-0.3167,102.35,72.16,99,97,2.86
468,Vallenar,CL,2022-02-05 22:57:10,-28.5708,-70.7581,79.66,34,0,6.49
469,Kurbnesh,AL,2022-02-05 22:57:10,41.7797,20.0836,36.23,93,100,6.76
470,Waitati,NZ,2022-02-05 22:57:11,-45.75,170.5667,52.81,82,32,7.92
471,Whitianga,NZ,2022-02-05 22:54:42,-36.8333,175.7,72.01,98,98,9.95
472,Bathsheba,BB,2022-02-05 22:43:28,13.2167,-59.5167,79.41,69,20,10.36
473,Dakar,SN,2022-02-05 22:57:11,14.6937,-17.4441,71.73,83,0,2.3
474,Gorontalo,ID,2022-02-05 22:57:12,0.5412,123.0595,75.34,92,87,3.49
475,George Town,MY,2022-02-05 22:57:12,5.4112,100.3354,78.89,89,20,1.99
476,Udachnyy,RU,2022-02-05 22:57:12,66.4167,112.4,-32.57,100,91,2.46
477,Batsfjord,NO,2022-02-05 22:57:13,70.6345,29.7185,23.18,85,85,23.76
478,Domoni,KM,2022-02-05 22:57:13,-12.2569,44.5319,79.11,84,94,6.6
479,Maumere,ID,2022-02-05 22:57:14,-8.6199,122.2111,79.9,82,47,7.74
480,Semnan,IR,2022-02-05 22:57:14,35.5729,53.3971,35.44,51,0,2.3
481,Pekalongan,ID,2022-02-05 22:57:14,-6.8886,109.6753,81.01,90,96,4.41
482,Smithers,CA,2022-02-05 22:57:15,54.7804,-127.1743,41.32,65,100,5.75
483,Ust-Kuyga,RU,2022-02-05 22:57:15,70.0167,135.6,-36.99,99,100,4.7
484,Port-Cartier,CA,2022-02-05 22:57:15,50.0334,-66.8654,3.42,85,26,8.16
485,Athens,GR,2022-02-05 22:53:14,37.9795,23.7162,53.38,80,40,1.01
486,Jalu,LY,2022-02-05 22:57:16,29.0331,21.5482,55.74,48,0,5.88
487,Recodo,PH,2022-02-05 22:57:16,6.9519,121.9636,75.22,94,40,0.0
488,Miami Beach,US,2022-02-05 22:54:51,25.7906,-80.1301,77.02,77,40,1.01
489,Northam,GB,2022-02-05 22:57:17,51.0333,-4.2167,51.42,92,100,31.05
490,Dunda,TZ,2022-02-05 22:57:17,-8.1167,34.25,63.54,91,98,1.9
491,Assiniboia,CA,2022-02-05 22:57:17,49.6334,-105.9845,33.62,86,98,24.16
492,Faanui,PF,2022-02-05 22:57:18,-16.4833,-151.75,81.59,72,12,20.4
493,Buchanan,LR,2022-02-05 22:57:18,5.8808,-10.0467,78.76,82,64,6.15
494,Shelabolikha,RU,2022-02-05 22:57:19,53.4131,82.6167,-6.25,100,61,3.44
495,Ponta Do Sol,PT,2022-02-05 22:57:19,32.6667,-17.1,66.83,56,9,11.74
496,Saraza,PH,2022-02-05 22:57:19,8.7356,117.78,77.7,88,90,17.16
497,Svetlaya,RU,2022-02-05 22:57:20,46.5389,138.3297,6.66,71,88,9.64
498,La Asuncion,VE,2022-02-05 22:47:26,11.0333,-63.8628,82.13,69,3,16.11
499,Ust-Omchug,RU,2022-02-05 22:57:20,61.15,149.6333,-25.38,84,37,3.4
500,Bambari,CF,2022-02-05 22:57:20,5.768,20.6757,77.14,22,100,2.66
501,Aasiaat,GL,2022-02-05 22:57:21,68.7098,-52.8699,-6.9,86,99,7.36
502,Hokitika,NZ,2022-02-05 22:57:21,-42.7167,170.9667,64.17,58,100,8.05
503,Novopskov,UA,2022-02-05 22:57:21,49.5464,39.0899,9.01,100,97,5.17
504,Comodoro Rivadavia,AR,2022-02-05 22:52:47,-45.8667,-67.5,67.86,49,0,18.41
505,Jishou,CN,2022-02-05 22:57:22,28.3167,109.7167,38.88,87,100,7.29
506,Lipin Bor,RU,2022-02-05 22:57:22,60.2622,37.9763,4.59,96,71,7.65
507,Pitimbu,BR,2022-02-05 22:57:23,-7.4706,-34.8086,79.39,69,51,11.65
508,Anloga,GH,2022-02-05 22:57:23,5.7947,0.8973,82.62,81,0,7.58
509,Ratnagiri,IN,2022-02-05 22:57:24,16.9833,73.3,67.17,84,63,5.57
510,Asau,RO,2022-02-05 22:57:24,46.4333,26.4,32.4,96,80,4.36
511,Vyshestebliyevskaya,RU,2022-02-05 22:57:24,45.1961,37.0181,37.81,83,100,15.28
512,Aplahoue,BJ,2022-02-05 22:57:25,6.9333,1.6833,76.42,76,1,5.14
513,Jagannathpur,IN,2022-02-05 22:57:25,22.2333,85.65,53.38,47,68,2.89
514,Honningsvag,NO,2022-02-05 22:57:25,70.9821,25.9704,30.22,70,64,30.44
515,Mahibadhoo,MV,2022-02-05 22:57:26,3.7833,72.9667,81.37,66,36,9.35
516,Jadu,LY,2022-02-05 22:57:26,31.953,12.0261,54.95,25,98,4.7
517,Ixtapa,MX,2022-02-05 22:54:03,20.7,-105.2,80.38,53,44,5.88
518,Inongo,CD,2022-02-05 22:57:26,-1.95,18.2667,75.2,84,72,7.23
519,Pamanukan,ID,2022-02-05 22:57:27,-6.2842,107.8106,75.29,93,91,8.3
520,Xanlar,AZ,2022-02-05 22:57:27,40.5869,46.3158,27.91,51,20,11.5
521,Greensboro,US,2022-02-05 22:57:27,36.0726,-79.792,37.81,48,0,1.99
522,Sompeta,IN,2022-02-05 22:57:28,18.9333,84.6,66.27,53,97,5.64
523,Aitape,PG,2022-02-05 22:57:28,-3.1374,142.3475,81.09,83,86,5.64
524,Virtsu,EE,2022-02-05 22:57:28,58.5716,23.5115,35.94,92,11,9.44
525,Vao,NC,2022-02-05 22:57:29,-22.6667,167.4833,80.19,86,30,11.65
526,Calabozo,VE,2022-02-05 22:57:29,8.9242,-67.4293,89.44,33,18,3.06
527,Tecoanapa,MX,2022-02-05 22:57:29,16.5167,-98.75,82.85,54,0,10.27
528,Daru,PG,2022-02-05 22:57:30,-9.0763,143.2092,80.42,83,94,13.2
529,Ostersund,SE,2022-02-05 22:57:30,63.1792,14.6357,23.45,74,20,9.22
530,Bangkalan,ID,2022-02-05 22:57:30,-7.0455,112.7351,76.95,88,92,8.37
